lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
123,9,45,6,1,2,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,60.0,0,0
171,0,17,29,2,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,117.0,0,1
81,7,11,9,0,3,1,0.0,0,2,4,3,0,0,0,0,0,1,0,0,3,49.0,0,0
15,3,7,12,0,2,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,85.0,0,0
82,8,20,19,1,2,2,1.0,0,0,6,3,0,0,0,0,0,0,0,0,2,162.0,0,0
50,9,46,10,0,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,126.3,0,2
0,11,36,1,0,1,1,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,149.0,0,0
13,7,13,26,2,2,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,179.5,0,0
626,9,46,7,1,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.8,0,0
124,10,42,9,2,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,118.8,0,2
364,10,42,12,1,4,1,0.0,0,0,4,0,0,0,0,0,0,2,0,0,3,60.0,0,0
0,5,26,1,2,1,1,0.0,0,3,6,3,0,0,0,0,1,1,0,0,2,118.67,0,1
144,7,11,14,4,14,2,0.0,0,2,4,3,0,0,0,0,2,1,0,0,3,62.0,0,0
21,5,28,10,1,1,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,140.0,0,0
47,0,18,29,1,2,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,74.33,0,0
34,7,13,24,2,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,74.2,1,0
125,1,36,29,1,3,2,0.0,0,0,5,3,0,0,0,0,1,0,0,0,2,89.75,0,0
75,2,52,21,2,4,2,0.0,0,0,6,3,0,0,0,0,0,1,0,0,2,88.4,0,1
99,3,8,19,0,1,2,0.0,0,0,2,0,0,1,0,0,0,0,0,0,3,80.0,0,0
188,10,44,26,2,6,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,37.2,0,0
22,9,47,16,4,10,1,0.0,0,2,5,3,0,0,0,0,0,0,0,0,2,33.05,0,1
132,6,27,28,2,8,3,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,92.02,0,2
16,11,39,25,2,2,1,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,170.0,0,0
154,6,23,5,3,7,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,126.0,0,0
50,1,35,25,0,4,1,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,0.0,0,0
11,10,42,9,1,0,2,0.0,0,0,4,3,0,0,0,0,3,0,0,0,3,50.0,1,1
42,5,30,20,3,5,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,97.7,0,0
99,5,31,31,1,3,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,195.0,0,1
210,1,34,20,2,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,153.75,0,2
15,3,5,3,1,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,86.4,0,0
164,8,20,15,1,2,1,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,160.0,0,0
205,7,11,18,2,5,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,37.8,0,1
220,6,23,4,2,1,1,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,61.67,0,0
7,7,9,2,1,3,2,0.0,0,0,4,0,0,0,0,3,3,0,0,0,3,47.0,0,0
91,3,8,21,0,2,2,0.0,0,2,6,3,0,0,0,0,0,0,0,0,2,127.8,0,2
29,7,11,12,1,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,84.55,0,0
6,4,4,24,0,1,1,0.0,0,0,2,0,0,0,0,0,4,0,0,0,2,35.0,1,2
178,0,18,28,0,3,1,0.0,0,0,5,3,0,1,0,0,0,0,1,46,2,110.0,0,0
151,4,4,19,0,2,2,0.0,0,0,5,3,0,0,0,0,0,4,0,63,3,86.5,0,0
420,11,36,3,2,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,75.0,0,0
1,7,10,4,0,2,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,60.0,0,1
65,11,36,5,1,1,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
0,9,45,2,0,0,1,0.0,0,0,6,3,1,0,0,0,0,0,0,0,2,0.0,0,0
12,7,10,2,0,3,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,133.33,0,0
3,1,32,5,0,1,2,0.0,0,0,3,1,0,0,0,3,0,0,0,0,2,210.0,0,2
114,2,52,26,2,4,2,0.0,0,0,5,3,0,0,0,3,3,1,0,0,0,41.33,0,1
19,4,4,21,0,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,3,77.0,0,1
334,11,38,16,0,2,2,0.0,0,0,4,3,0,1,0,0,0,0,1,0,3,62.0,0,0
44,4,1,3,0,2,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,146.3,0,2
70,3,8,22,0,4,2,0.0,0,0,2,0,0,0,0,0,0,0,0,0,3,42.0,0,0
124,6,24,10,1,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,3,126.9,0,2
351,6,26,23,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
192,10,45,31,1,2,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,68.23,0,0
157,6,26,23,2,5,2,0.0,0,0,5,3,0,0,0,0,0,1,0,0,0,53.85,0,1
405,1,33,10,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,65.0,0,0
181,0,17,27,2,6,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,3,93.75,0,4
87,7,9,1,0,3,1,0.0,0,0,3,1,0,0,0,0,0,1,0,0,2,79.2,0,0
260,11,39,22,0,3,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,3,113.4,0,0
40,1,33,15,2,2,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,62.0,0,0
273,5,29,17,0,2,1,0.0,0,2,5,3,0,0,0,0,0,1,0,0,3,87.0,0,0
172,6,24,14,2,5,2,0.0,0,0,3,3,0,1,1,4,4,0,0,0,2,113.4,0,1
152,1,32,10,2,5,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,109.87,0,1
34,0,15,15,1,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,120.0,0,1
151,8,19,11,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,135.0,0,1
118,5,27,1,4,10,2,0.0,0,0,3,1,0,0,0,4,4,3,0,0,2,80.0,1,1
16,7,11,8,0,3,1,0.0,0,0,2,3,0,0,0,3,3,0,0,0,3,76.0,0,0
15,1,34,16,2,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,150.53,0,2
279,5,30,23,0,2,2,0.0,0,0,4,3,1,1,0,0,0,0,0,0,3,62.8,0,0
16,3,6,5,2,6,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,63.2,0,0
206,5,31,30,4,6,2,1.0,0,0,6,3,0,0,0,4,4,0,0,0,2,190.7,1,2
102,0,17,24,1,3,1,0.0,0,0,4,3,0,0,0,0,0,1,0,0,3,90.0,0,0
140,0,17,28,2,2,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,130.0,0,1
78,4,4,25,0,2,1,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,85.0,0,0
25,0,15,6,0,3,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,167.0,0,0
1,8,22,30,0,2,2,0.0,0,0,6,3,0,0,0,0,1,0,0,0,2,90.0,0,1
46,1,34,17,1,1,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,62.0,0,0
1,2,50,10,0,1,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,2,85.0,0,0
19,10,43,21,0,1,2,2.0,0,0,5,3,0,0,0,5,5,0,0,0,2,174.25,0,0
3,5,28,4,1,0,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,158.0,1,0
122,0,16,15,0,1,2,0.0,0,0,5,3,0,0,0,0,0,0,0,56,3,85.0,0,0
2,1,31,3,0,2,2,0.0,0,0,2,0,1,1,7,3,3,0,0,0,2,0.0,1,2
132,1,33,11,0,1,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,259.0,0,0
6,2,53,27,0,1,1,0.0,0,0,2,0,1,0,1,0,0,0,0,0,2,27.0,0,0
6,2,50,7,1,0,2,0.0,0,0,6,3,0,0,0,1,1,0,0,0,0,96.25,1,0
40,4,3,16,1,2,1,0.0,0,4,4,1,0,0,0,0,0,0,0,0,3,55.0,0,0
287,10,42,15,1,3,1,0.0,0,0,4,0,0,0,0,0,3,1,0,0,3,39.0,0,0
33,5,28,10,1,2,1,0.0,0,0,6,3,0,0,0,0,0,1,0,0,2,100.0,0,0
14,10,42,15,0,2,1,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,100.0,0,0
71,1,34,23,0,4,2,0.0,0,2,6,3,0,0,0,0,0,0,0,0,2,228.84,0,0
16,2,52,25,2,4,1,0.0,0,0,6,3,0,1,0,0,0,0,0,0,2,46.0,0,1
0,7,13,28,0,1,1,0.0,0,0,6,3,1,0,0,6,6,1,0,0,2,108.0,0,2
118,6,24,6,1,2,1,0.0,0,0,5,0,0,0,0,0,0,0,0,0,3,119.0,0,0
49,1,33,11,2,8,2,1.0,0,1,5,3,0,0,0,4,4,1,0,0,2,200.7,1,2
6,10,43,18,2,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,0,136.0,0,1
148,1,35,26,2,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,96.3,0,0
1,5,27,3,1,0,2,1.0,0,0,6,3,0,0,0,0,0,0,0,0,2,138.0,0,3
177,5,27,4,2,5,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,89.1,0,0
420,8,20,20,2,1,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,90.0,0,0
41,0,17,26,0,1,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,3,110.0,0,0
8,7,10,1,0,3,1,0.0,0,0,5,3,0,0,0,0,3,0,0,0,3,56.0,0,0
0,8,19,8,1,1,2,0.0,0,0,3,1,0,0,0,3,3,0,0,0,2,139.5,0,1
0,4,3,11,1,1,2,0.0,0,0,3,1,0,0,0,0,3,1,0,0,2,49.0,1,0
32,0,17,19,2,5,1,0.0,0,2,4,1,0,0,0,0,0,0,0,0,3,44.36,0,0
207,8,21,25,1,3,1,0.0,0,3,6,3,0,0,0,0,0,1,0,0,2,107.1,0,2
5,8,22,31,0,1,1,0.0,0,0,2,0,1,1,14,0,0,0,0,0,2,67.0,1,2
227,1,34,20,2,5,2,2.0,0,2,6,3,0,0,0,2,2,1,0,0,2,180.18,0,0
41,0,17,22,2,5,2,0.0,0,1,6,3,0,0,0,4,8,1,0,0,2,122.0,0,1
164,3,7,13,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,88.4,0,1
1,10,44,29,0,1,1,0.0,0,0,6,3,0,0,0,0,3,0,0,0,2,39.0,1,0
4,2,49,2,0,1,2,0.0,0,0,6,3,0,0,0,0,3,0,0,0,3,38.4,0,0
101,8,20,14,1,0,1,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,44.0,0,0
48,1,33,15,0,2,2,1.0,0,0,6,3,0,0,0,0,0,0,0,0,2,180.0,0,3
1,6,26,30,0,1,1,0.0,0,0,6,3,0,0,0,0,3,0,0,0,2,96.0,1,0
44,2,49,5,2,1,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,70.0,0,0
259,11,38,17,0,3,2,0.0,0,0,4,0,0,1,0,0,0,0,1,0,2,40.05,0,0
5,5,30,25,0,1,1,0.0,0,0,2,0,1,1,4,0,0,0,0,0,2,80.0,0,0
25,1,33,7,1,0,2,0.0,0,0,5,3,0,0,0,3,5,1,0,0,2,131.0,0,0
31,0,17,23,2,4,2,0.0,0,2,4,3,0,0,0,0,0,0,0,0,3,93.0,0,0
46,2,50,7,0,3,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,86.4,0,0
145,4,2,3,2,1,2,0.0,0,0,5,3,0,0,0,0,0,0,1,85,2,65.0,0,0
102,1,32,7,1,1,2,0.0,0,0,6,3,0,0,0,0,4,0,0,0,2,184.0,0,1
25,3,8,19,2,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,63.17,0,0
41,1,32,7,1,4,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,160.0,0,1
221,0,18,30,2,5,2,0.0,0,2,4,3,0,0,0,3,3,0,0,0,3,83.43,0,0
2,8,23,31,0,4,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,118.76,0,0
114,1,32,8,2,3,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,164.0,0,0
4,2,50,6,0,1,1,0.0,0,0,2,0,1,0,3,0,3,1,0,0,2,27.0,0,0
137,8,19,5,0,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,105.3,0,0
58,5,31,29,2,5,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,99.24,0,0
40,6,24,11,2,1,1,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,95.0,0,0
143,8,18,4,0,3,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,100.0,0,0
4,1,32,4,0,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,3,268.33,0,0
27,1,33,15,0,4,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,169.0,1,1
3,9,47,17,0,3,2,0.0,0,0,3,1,0,0,0,4,4,0,0,0,2,80.0,0,0
4,1,34,20,1,0,1,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,119.0,0,0
0,4,4,19,0,1,2,0.0,0,0,3,1,0,0,0,0,3,0,0,0,2,45.0,0,1
43,5,29,14,0,1,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,168.3,0,0
0,1,34,20,0,0,2,0.0,0,0,3,1,1,0,0,4,4,0,0,0,2,0.0,1,1
1,2,49,2,0,1,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,63.0,0,1
58,3,6,6,2,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,73.95,0,0
109,5,29,11,3,5,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,113.26,0,1
76,1,34,23,2,5,1,0.0,0,2,6,3,0,0,0,5,5,0,0,0,2,231.69,0,1
0,8,21,23,0,1,2,0.0,0,0,3,1,0,0,0,7,7,0,0,0,2,162.0,1,0
53,7,10,5,2,5,1,0.0,0,2,4,3,0,0,0,0,0,0,0,0,3,42.0,0,0
0,7,10,4,0,0,2,0.0,0,2,5,3,1,0,0,0,8,0,0,0,2,0.0,0,0
178,0,18,28,0,3,2,0.0,0,0,5,3,0,1,0,0,0,0,1,46,2,120.0,0,0
19,4,1,1,0,2,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,107.0,0,1
318,6,24,15,1,3,2,0.0,0,0,6,3,0,0,0,0,0,1,0,0,2,109.8,0,1
13,6,25,13,1,0,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,89.0,0,2
14,11,37,5,1,1,1,0.0,1,3,3,1,0,0,0,0,0,1,0,0,2,129.0,0,1
335,11,38,17,0,2,2,0.0,0,0,4,3,0,1,0,0,0,0,1,0,0,62.0,0,0
96,9,47,21,2,4,2,0.0,0,0,4,3,0,0,0,0,0,3,0,0,3,75.0,0,0
92,10,41,7,0,4,2,0.0,0,0,5,3,0,0,0,0,1,0,0,58,3,70.0,0,0
21,2,52,19,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,88.4,0,0
54,8,21,18,0,2,2,1.0,0,0,6,3,0,0,0,0,3,0,0,0,2,143.1,0,2
192,10,43,21,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,95.0,0,0
8,2,51,15,0,3,2,2.0,0,0,6,3,0,0,0,1,1,0,0,0,2,160.83,0,0
249,6,25,15,2,8,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,72.0,0,1
64,7,11,17,1,2,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,144.0,0,0
69,0,14,6,0,3,1,0.0,0,0,2,0,0,0,0,0,0,0,1,0,2,85.0,0,0
36,1,34,19,2,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,135.9,0,1
31,10,41,6,1,5,2,2.0,0,0,3,1,0,0,0,6,6,0,0,0,2,96.67,1,0
115,5,29,18,2,9,2,0.0,0,0,6,3,0,0,0,4,4,2,0,0,3,217.82,0,1
64,1,33,8,1,1,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,158.4,0,0
9,3,9,25,0,1,1,0.0,0,0,2,0,0,0,0,0,3,0,0,0,2,30.0,0,0
45,1,32,7,0,2,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,173.0,0,0
63,11,36,4,0,2,2,0.0,0,2,5,3,0,0,0,0,3,0,0,0,3,116.0,0,0
72,2,53,27,2,0,2,0.0,0,2,4,3,0,1,0,0,0,0,1,0,2,90.0,0,0
49,6,25,17,2,3,2,0.0,0,3,5,3,0,0,0,0,0,0,0,0,2,72.25,0,1
70,2,52,22,2,3,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,74.8,0,3
0,4,4,21,0,1,1,0.0,0,0,2,0,1,0,2,0,3,0,0,0,2,76.0,0,0
8,6,27,29,0,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,159.33,0,1
12,2,52,23,2,4,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,70.17,0,1
104,7,12,19,2,5,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,75.0,0,1
156,5,30,19,0,4,2,1.0,0,0,6,3,0,0,0,0,0,0,0,0,2,91.96,1,2
52,2,49,1,1,3,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,74.8,0,2
3,4,3,19,0,1,1,0.0,0,0,2,0,1,0,1,0,0,0,0,0,2,39.0,1,0
42,9,45,2,0,2,2,0.0,0,3,6,3,0,0,0,0,4,0,0,0,2,88.0,0,2
204,5,28,9,2,3,2,0.0,0,0,6,3,0,0,0,0,2,1,0,0,2,94.6,0,0
322,6,26,22,0,3,2,0.0,0,2,4,1,0,0,0,0,0,0,0,75,3,92.0,0,0
223,8,22,24,1,5,2,0.0,0,0,4,1,0,0,0,0,0,1,0,0,3,45.0,0,0
6,0,17,29,1,1,2,2.0,0,0,6,3,0,0,0,2,2,0,0,0,2,146.0,0,2
126,7,13,24,0,3,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,55.0,0,0
94,7,10,4,0,2,2,0.0,0,0,5,3,0,1,0,0,0,0,1,28,2,80.0,0,0
74,1,35,26,2,3,3,1.0,0,0,6,3,0,0,0,7,7,0,0,0,2,262.0,0,0
181,2,51,14,0,2,2,0.0,0,2,6,3,0,0,0,0,0,0,0,0,2,124.2,0,0
152,0,18,30,0,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,107.0,0,1
21,7,9,4,0,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,88.0,0,1
170,6,23,3,2,5,2,0.0,0,0,3,1,0,0,0,4,4,0,0,0,2,93.5,1,2
57,7,14,28,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,85.85,0,1
68,3,8,17,0,2,2,0.0,0,0,4,3,0,1,0,0,0,0,1,0,2,75.0,0,0
29,10,43,20,0,3,2,0.0,0,0,5,3,0,0,0,3,3,0,0,0,2,75.0,0,0
113,8,23,31,0,3,1,0.0,0,0,2,3,0,0,0,0,0,0,1,0,2,100.0,0,0
20,7,12,19,2,3,2,0.0,0,0,6,3,0,0,0,0,1,2,0,0,3,128.2,0,1
0,9,48,24,0,3,1,0.0,0,0,4,3,0,0,0,0,0,0,0,0,2,70.0,0,0
129,5,28,4,1,0,1,0.0,0,0,2,0,0,0,24,4,4,1,0,0,2,106.0,0,0
149,5,28,4,1,1,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,114.3,0,1
303,11,36,1,4,10,2,0.0,0,0,5,3,0,0,0,4,4,0,0,0,2,90.06,0,0
343,6,24,16,1,2,2,0.0,0,0,5,3,0,0,0,3,3,0,0,0,2,70.2,0,0
222,2,49,2,1,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,72.9,0,2
72,11,38,14,0,2,2,0.0,0,3,2,0,0,0,0,0,0,1,1,0,2,100.0,0,1
46,7,11,11,0,1,1,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,25.0,0,0
109,3,9,21,2,1,2,0.0,0,0,5,3,0,1,0,0,0,0,1,44,2,75.0,0,0
110,11,39,22,1,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,149.4,0,0
177,6,26,20,1,5,2,0.0,0,0,6,3,0,0,0,3,3,0,1,0,2,85.5,0,0
3,5,30,18,1,4,3,0.0,0,0,3,1,0,0,0,0,2,0,0,0,2,182.1,1,0
28,1,32,3,1,3,3,0.0,0,0,4,3,0,0,0,0,3,1,0,0,3,84.0,0,0
461,10,42,13,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
2,1,31,3,0,1,2,0.0,0,2,4,3,0,0,0,0,0,0,0,0,3,166.0,0,1
351,10,40,3,2,2,2,0.0,0,0,4,3,0,1,0,0,0,0,0,0,3,62.0,0,0
65,2,53,26,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,48.0,0,0
39,1,33,14,0,2,2,0.0,0,2,5,3,0,0,0,0,0,1,0,0,3,109.0,0,0
317,11,38,15,0,2,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,120.0,0,0
130,10,45,31,1,2,2,2.0,0,0,6,3,0,0,0,5,5,0,0,0,2,153.3,0,2
44,4,1,2,2,1,1,0.0,0,2,4,3,0,0,0,0,0,1,0,0,3,1.0,0,0
180,10,42,16,0,1,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,70.0,0,0
32,7,13,29,0,4,2,0.0,0,0,5,3,0,0,0,3,3,0,0,0,2,60.0,0,0
71,1,35,26,2,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,131.4,0,1
10,1,32,1,0,0,2,0.0,0,0,6,3,0,0,0,0,8,0,0,0,2,0.0,0,0
5,8,22,28,0,1,3,0.0,0,0,6,3,0,0,0,3,1,0,0,0,2,206.0,1,3
266,11,37,9,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,32,2,105.0,0,0
10,9,48,25,1,2,2,0.0,0,0,6,3,0,0,0,0,2,0,0,0,2,108.67,0,1
150,1,32,9,0,3,2,1.0,0,0,6,3,0,0,0,0,0,0,0,0,2,157.5,0,1
98,6,24,10,1,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,3,116.1,0,3
25,2,50,8,0,2,1,0.0,0,0,5,3,0,1,0,0,0,0,1,0,2,90.0,0,0
237,1,35,27,2,6,2,0.0,0,0,6,3,0,3,0,0,0,0,0,0,2,103.05,0,1
115,1,32,12,2,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,125.0,0,1
147,5,30,21,0,2,2,0.0,0,0,4,3,0,1,0,0,0,0,0,0,2,75.0,0,0
37,9,46,9,0,4,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,3,125.57,0,1
56,3,5,1,0,3,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,60.0,0,0
43,1,35,28,1,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,140.0,0,2
7,1,36,31,1,2,1,0.0,0,2,4,3,0,0,0,0,0,0,0,0,2,60.0,0,0
167,11,36,1,2,5,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,73.8,0,0
65,10,42,16,0,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,89.2,0,1
3,1,34,22,2,1,1,0.0,0,2,4,3,0,0,0,0,3,0,0,0,3,63.0,0,0
74,11,38,18,0,2,2,0.0,0,2,5,3,0,0,0,0,0,0,1,0,3,101.5,0,0
165,11,36,2,2,3,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,150.45,0,0
281,0,16,14,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
156,6,26,30,2,4,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,80.1,0,0
258,5,27,2,0,2,2,0.0,0,0,4,3,0,1,0,0,0,0,0,0,0,62.0,0,0
21,11,39,24,1,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,163.0,0,2
178,6,26,26,1,4,2,0.0,0,2,6,3,0,0,0,5,5,0,0,0,2,131.67,0,0
88,11,39,26,2,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,170.0,0,0
82,0,16,16,2,0,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,171.0,0,0
75,5,31,31,1,3,3,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,230.0,0,1
112,8,22,27,1,2,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,140.4,0,1
22,11,39,24,2,1,2,0.0,0,0,3,1,0,0,0,0,0,1,0,0,2,150.63,1,0
54,0,17,17,2,3,2,0.0,0,0,5,3,0,0,0,0,0,1,0,0,2,44.3,0,0
4,7,11,7,1,3,2,0.0,0,2,5,3,0,0,0,0,0,0,0,0,3,106.0,0,0
148,6,24,13,0,2,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,154.0,1,1
1,3,10,28,2,1,1,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,60.0,0,0
59,5,29,13,0,2,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,202.0,1,0
102,8,21,19,0,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,140.4,0,0
66,11,39,26,4,6,2,0.0,0,2,3,1,0,0,0,4,4,1,0,0,2,115.0,1,2
207,1,32,8,0,4,2,0.0,0,2,6,3,0,0,0,4,4,0,0,0,2,250.0,0,2
4,1,36,29,1,0,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,184.0,1,0
14,9,45,3,0,1,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,112.0,0,1
83,0,14,5,0,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,99.0,0,0
26,6,23,10,0,1,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,144.0,0,1
197,0,18,30,1,1,1,0.0,0,2,4,3,0,0,0,0,0,1,0,0,3,54.5,0,0
150,6,23,3,1,2,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,99.0,0,1
21,6,24,12,1,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,109.0,0,1
59,10,44,29,0,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,72.25,0,2
202,6,25,17,2,6,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,72.0,0,1
0,1,32,6,0,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,90.0,0,0
